cell_id,donor,cell_type,species,batch_nn,dataset,leiden
human1_lib1.final_cell_0286,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0287,human1,delta,human,human1,inDrop,5
human1_lib1.final_cell_0288,human1,immune,human,human1,inDrop,16
human1_lib1.final_cell_0289,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0290,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0291,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0292,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0293,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0294,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0295,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0296,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0297,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0298,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0299,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0300,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0301,human1,gamma,human,human1,inDrop,10
human1_lib1.final_cell_0302,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0303,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0304,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0305,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0306,human1,delta,human,human1,inDrop,5
human1_lib1.final_cell_0307,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0308,human1,gamma,human,human1,inDrop,10
human1_lib1.final_cell_0309,human1,epsilon,human,human1,inDrop,10
human1_lib1.final_cell_0310,human1,delta,human,human1,inDrop,5
human1_lib1.final_cell_0311,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0312,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0313,human1,gamma,human,human1,inDrop,10
human1_lib1.final_cell_0314,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0315,human1,beta,human,human1,inDrop,10
human1_lib1.final_cell_0316,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0317,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0318,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0319,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0320,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0321,human1,delta,human,human1,inDrop,5
human1_lib1.final_cell_0322,human1,alpha,human,human1,inDrop,7
human1_lib1.final_cell_0323,human1,epsilon,human,human1,inDrop,10
human1_lib1.final_cell_0324,human1,alpha,human,human1,inDrop,6
human1_lib1.final_cell_0325,human1,stellate,human,human1,inDrop,14
human1_lib1.final_cell_0326,human1,alpha,human,human1,inDrop,7
human1_lib1.final_cell_0327,human1,alpha,human,human1,inDrop,6
human1_lib1.final_cell_0328,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0329,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0330,human1,ductal,human,human1,inDrop,15
human1_lib1.final_cell_0331,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0332,human1,alpha,human,human1,inDrop,8
human1_lib1.final_cell_0333,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0334,human1,alpha,human,human1,inDrop,8
human1_lib1.final_cell_0335,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0336,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0337,human1,delta,human,human1,inDrop,5
human1_lib1.final_cell_0338,human1,delta,human,human1,inDrop,5
human1_lib1.final_cell_0339,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0340,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0341,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0342,human1,ductal,human,human1,inDrop,15
human1_lib1.final_cell_0343,human1,acinar,human,human1,inDrop,2
human1_lib1.final_cell_0344,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0345,human1,alpha,human,human1,inDrop,9
human1_lib1.final_cell_0346,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0347,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0348,human1,alpha,human,human1,inDrop,6
human1_lib1.final_cell_0349,human1,beta,human,human1,inDrop,12
human1_lib1.final_cell_0350,human1,stellate,human,human1,inDrop,14
human1_lib1.final_cell_0351,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0352,human1,gamma,human,human1,inDrop,10
human1_lib1.final_cell_0353,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0354,human1,gamma,human,human1,inDrop,10
human1_lib1.final_cell_0355,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0356,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0357,human1,alpha,human,human1,inDrop,9
human1_lib1.final_cell_0358,human1,schwann,human,human1,inDrop,11
human1_lib1.final_cell_0359,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0360,human1,stellate,human,human1,inDrop,14
human1_lib1.final_cell_0361,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0362,human1,gamma,human,human1,inDrop,10
human1_lib1.final_cell_0363,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0364,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0365,human1,alpha,human,human1,inDrop,7
human1_lib1.final_cell_0366,human1,alpha,human,human1,inDrop,6
human1_lib1.final_cell_0367,human1,gamma,human,human1,inDrop,10
human1_lib1.final_cell_0368,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0369,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0370,human1,delta,human,human1,inDrop,5
human1_lib1.final_cell_0371,human1,acinar,human,human1,inDrop,2
human1_lib1.final_cell_0372,human1,acinar,human,human1,inDrop,2
human1_lib1.final_cell_0373,human1,gamma,human,human1,inDrop,10
human1_lib1.final_cell_0374,human1,ductal,human,human1,inDrop,1
human1_lib1.final_cell_0375,human1,ductal,human,human1,inDrop,1
human1_lib1.final_cell_0376,human1,endothelial,human,human1,inDrop,0
human1_lib1.final_cell_0377,human1,delta,human,human1,inDrop,5
human1_lib1.final_cell_0378,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0379,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0380,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0381,human1,alpha,human,human1,inDrop,6
human1_lib1.final_cell_0382,human1,acinar,human,human1,inDrop,2
human1_lib1.final_cell_0383,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0384,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0385,human1,alpha,human,human1,inDrop,4
human1_lib1.final_cell_0386,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0387,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0388,human1,gamma,human,human1,inDrop,10
human1_lib1.final_cell_0389,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0390,human1,alpha,human,human1,inDrop,7
human1_lib1.final_cell_0391,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0392,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0393,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0394,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0395,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0396,human1,delta,human,human1,inDrop,5
human1_lib1.final_cell_0397,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0398,human1,stellate,human,human1,inDrop,14
human1_lib1.final_cell_0399,human1,stellate,human,human1,inDrop,11
human1_lib1.final_cell_0400,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0401,human1,alpha,human,human1,inDrop,9
human1_lib1.final_cell_0402,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0403,human1,gamma,human,human1,inDrop,10
human1_lib1.final_cell_0404,human1,stellate,human,human1,inDrop,14
human1_lib1.final_cell_0405,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0406,human1,alpha,human,human1,inDrop,9
human1_lib1.final_cell_0407,human1,stellate,human,human1,inDrop,14
human1_lib1.final_cell_0408,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0409,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0410,human1,ductal,human,human1,inDrop,1
human1_lib1.final_cell_0411,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0412,human1,ductal,human,human1,inDrop,15
human1_lib1.final_cell_0413,human1,acinar,human,human1,inDrop,2
human1_lib1.final_cell_0414,human1,alpha,human,human1,inDrop,7
human1_lib1.final_cell_0415,human1,delta,human,human1,inDrop,5
human1_lib1.final_cell_0416,human1,beta,human,human1,inDrop,5
human1_lib1.final_cell_0417,human1,immune,human,human1,inDrop,16
human1_lib1.final_cell_0418,human1,ductal,human,human1,inDrop,1
human1_lib1.final_cell_0419,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0420,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0421,human1,gamma,human,human1,inDrop,10
human1_lib1.final_cell_0422,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0423,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0424,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0425,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0426,human1,gamma,human,human1,inDrop,10
human1_lib1.final_cell_0427,human1,beta,human,human1,inDrop,6
human1_lib1.final_cell_0428,human1,immune,human,human1,inDrop,17
human1_lib1.final_cell_0429,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0430,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0431,human1,gamma,human,human1,inDrop,10
human1_lib1.final_cell_0432,human1,stellate,human,human1,inDrop,14
human1_lib1.final_cell_0433,human1,alpha,human,human1,inDrop,6
human1_lib1.final_cell_0434,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0435,human1,alpha,human,human1,inDrop,4
human1_lib1.final_cell_0436,human1,acinar,human,human1,inDrop,2
human1_lib1.final_cell_0437,human1,ductal,human,human1,inDrop,15
human1_lib1.final_cell_0438,human1,beta,human,human1,inDrop,12
human1_lib1.final_cell_0439,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0440,human1,ductal,human,human1,inDrop,15
human1_lib1.final_cell_0441,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0442,human1,beta,human,human1,inDrop,12
human1_lib1.final_cell_0443,human1,ductal,human,human1,inDrop,1
human1_lib1.final_cell_0444,human1,acinar,human,human1,inDrop,2
human1_lib1.final_cell_0445,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0446,human1,beta,human,human1,inDrop,12
human1_lib1.final_cell_0447,human1,beta,human,human1,inDrop,5
human1_lib1.final_cell_0448,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0449,human1,ductal,human,human1,inDrop,1
human1_lib1.final_cell_0450,human1,stellate,human,human1,inDrop,11
human1_lib1.final_cell_0451,human1,beta,human,human1,inDrop,12
human1_lib1.final_cell_0452,human1,stellate,human,human1,inDrop,14
human1_lib1.final_cell_0453,human1,acinar,human,human1,inDrop,2
human1_lib1.final_cell_0454,human1,gamma,human,human1,inDrop,10
human1_lib1.final_cell_0455,human1,stellate,human,human1,inDrop,14
human1_lib1.final_cell_0456,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0457,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0458,human1,alpha,human,human1,inDrop,7
human1_lib1.final_cell_0459,human1,stellate,human,human1,inDrop,14
human1_lib1.final_cell_0460,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0461,human1,acinar,human,human1,inDrop,2
human1_lib1.final_cell_0462,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0463,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0464,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0465,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0466,human1,acinar,human,human1,inDrop,2
human1_lib1.final_cell_0467,human1,delta,human,human1,inDrop,5
human1_lib1.final_cell_0468,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0469,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0470,human1,beta,human,human1,inDrop,12
human1_lib1.final_cell_0471,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0472,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0473,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0474,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0475,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0476,human1,gamma,human,human1,inDrop,10
human1_lib1.final_cell_0477,human1,ductal,human,human1,inDrop,1
human1_lib1.final_cell_0478,human1,beta,human,human1,inDrop,12
human1_lib1.final_cell_0479,human1,gamma,human,human1,inDrop,10
human1_lib1.final_cell_0480,human1,beta,human,human1,inDrop,12
human1_lib1.final_cell_0481,human1,delta,human,human1,inDrop,5
human1_lib1.final_cell_0482,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0483,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0484,human1,gamma,human,human1,inDrop,12
human1_lib1.final_cell_0485,human1,stellate,human,human1,inDrop,14
human1_lib1.final_cell_0486,human1,delta,human,human1,inDrop,5
human1_lib1.final_cell_0487,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0488,human1,delta,human,human1,inDrop,5
human1_lib1.final_cell_0489,human1,stellate,human,human1,inDrop,14
human1_lib1.final_cell_0490,human1,delta,human,human1,inDrop,5
human1_lib1.final_cell_0491,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0492,human1,alpha,human,human1,inDrop,6
human1_lib1.final_cell_0493,human1,delta,human,human1,inDrop,5
human1_lib1.final_cell_0494,human1,alpha,human,human1,inDrop,8
human1_lib1.final_cell_0495,human1,stellate,human,human1,inDrop,14
human1_lib1.final_cell_0496,human1,stellate,human,human1,inDrop,14
human1_lib1.final_cell_0497,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0498,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0499,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0500,human1,stellate,human,human1,inDrop,11
human1_lib1.final_cell_0501,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0502,human1,alpha,human,human1,inDrop,6
human1_lib1.final_cell_0503,human1,delta,human,human1,inDrop,5
human1_lib1.final_cell_0504,human1,beta,human,human1,inDrop,4
human1_lib1.final_cell_0505,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0506,human1,alpha,human,human1,inDrop,7
human1_lib1.final_cell_0507,human1,stellate,human,human1,inDrop,14
human1_lib1.final_cell_0508,human1,beta,human,human1,inDrop,7
human1_lib1.final_cell_0509,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0510,human1,stellate,human,human1,inDrop,11
human1_lib1.final_cell_0511,human1,gamma,human,human1,inDrop,10
human1_lib1.final_cell_0512,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0513,human1,stellate,human,human1,inDrop,14
human1_lib1.final_cell_0514,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0515,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0516,human1,gamma,human,human1,inDrop,10
human1_lib1.final_cell_0517,human1,beta,human,human1,inDrop,12
human1_lib1.final_cell_0518,human1,beta,human,human1,inDrop,12
human1_lib1.final_cell_0519,human1,alpha,human,human1,inDrop,8
human1_lib1.final_cell_0520,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0521,human1,gamma,human,human1,inDrop,10
human1_lib1.final_cell_0522,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0523,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0524,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0525,human1,beta,human,human1,inDrop,5
human1_lib1.final_cell_0526,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0527,human1,immune,human,human1,inDrop,17
human1_lib1.final_cell_0528,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0529,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0530,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0531,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0532,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0533,human1,beta,human,human1,inDrop,10
human1_lib1.final_cell_0534,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0535,human1,beta,human,human1,inDrop,0
human1_lib1.final_cell_0536,human1,stellate,human,human1,inDrop,14
human1_lib1.final_cell_0537,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0538,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0539,human1,beta,human,human1,inDrop,12
human1_lib1.final_cell_0540,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0541,human1,stellate,human,human1,inDrop,11
human1_lib1.final_cell_0542,human1,beta,human,human1,inDrop,12
human1_lib1.final_cell_0543,human1,alpha,human,human1,inDrop,9
human1_lib1.final_cell_0544,human1,ductal,human,human1,inDrop,1
human1_lib1.final_cell_0545,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0546,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0547,human1,beta,human,human1,inDrop,12
human1_lib1.final_cell_0548,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0549,human1,beta,human,human1,inDrop,12
human1_lib1.final_cell_0550,human1,beta,human,human1,inDrop,12
human1_lib1.final_cell_0551,human1,beta,human,human1,inDrop,3
human1_lib1.final_cell_0552,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0553,human1,immune,human,human1,inDrop,16
human1_lib1.final_cell_0554,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0555,human1,ductal,human,human1,inDrop,1
human1_lib1.final_cell_0556,human1,beta,human,human1,inDrop,12
human1_lib1.final_cell_0557,human1,ductal,human,human1,inDrop,1
human1_lib1.final_cell_0558,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0559,human1,stellate,human,human1,inDrop,14
human1_lib1.final_cell_0560,human1,beta,human,human1,inDrop,12
human1_lib1.final_cell_0561,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0562,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0563,human1,beta,human,human1,inDrop,12
human1_lib1.final_cell_0564,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0565,human1,endothelial,human,human1,inDrop,13
human1_lib1.final_cell_0566,human1,alpha,human,human1,inDrop,8
human1_lib1.final_cell_0567,human1,ductal,human,human1,inDrop,1
human1_lib1.final_cell_0568,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0001,human1,delta,human,human1,inDrop,2
human1_lib2.final_cell_0002,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0003,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0004,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0005,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0006,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0007,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0008,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0009,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0010,human1,ductal,human,human1,inDrop,2
human1_lib2.final_cell_0011,human1,alpha,human,human1,inDrop,9
human1_lib2.final_cell_0012,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0013,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0014,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0015,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0016,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0017,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0018,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0019,human1,endothelial,human,human1,inDrop,13
human1_lib2.final_cell_0020,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0021,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0022,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0023,human1,alpha,human,human1,inDrop,8
human1_lib2.final_cell_0024,human1,ductal,human,human1,inDrop,15
human1_lib2.final_cell_0025,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0026,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0027,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0028,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0029,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0030,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0031,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0032,human1,gamma,human,human1,inDrop,10
human1_lib2.final_cell_0033,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0034,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0035,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0036,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0037,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0038,human1,alpha,human,human1,inDrop,9
human1_lib2.final_cell_0039,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0040,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0041,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0042,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0043,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0044,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0045,human1,ductal,human,human1,inDrop,15
human1_lib2.final_cell_0046,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0047,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0048,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0049,human1,alpha,human,human1,inDrop,8
human1_lib2.final_cell_0050,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0051,human1,alpha,human,human1,inDrop,8
human1_lib2.final_cell_0052,human1,alpha,human,human1,inDrop,6
human1_lib2.final_cell_0053,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0054,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0055,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0056,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0057,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0058,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0059,human1,stellate,human,human1,inDrop,11
human1_lib2.final_cell_0060,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0061,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0062,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0063,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0064,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0065,human1,alpha,human,human1,inDrop,9
human1_lib2.final_cell_0066,human1,ductal,human,human1,inDrop,9
human1_lib2.final_cell_0067,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0068,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0069,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0070,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0071,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0072,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0073,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0074,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0075,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0076,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0077,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0078,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0079,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0080,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0081,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0082,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0083,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0084,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0085,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0086,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0087,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0088,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0089,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0090,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0091,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0092,human1,alpha,human,human1,inDrop,9
human1_lib2.final_cell_0093,human1,endothelial,human,human1,inDrop,13
human1_lib2.final_cell_0094,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0095,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0096,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0097,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0098,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0099,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0100,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0101,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0102,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0103,human1,ductal,human,human1,inDrop,1
human1_lib2.final_cell_0104,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0105,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0106,human1,ductal,human,human1,inDrop,1
human1_lib2.final_cell_0107,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0108,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0109,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0110,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0111,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0112,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0113,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0114,human1,alpha,human,human1,inDrop,8
human1_lib2.final_cell_0115,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0116,human1,delta,human,human1,inDrop,5
human1_lib2.final_cell_0117,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0118,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0119,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0120,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0121,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0122,human1,ductal,human,human1,inDrop,1
human1_lib2.final_cell_0123,human1,beta,human,human1,inDrop,3
human1_lib2.final_cell_0124,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0125,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0126,human1,acinar,human,human1,inDrop,2
human1_lib2.final_cell_0127,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0128,human1,ductal,human,human1,inDrop,1
human1_lib2.final_cell_0129,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0130,human1,stellate,human,human1,inDrop,11
human1_lib2.final_cell_0131,human1,alpha,human,human1,inDrop,9
human1_lib2.final_cell_0132,human1,beta,human,human1,inDrop,0
human1_lib2.final_cell_0133,human1,delta,human,human1,inDrop,5
