cell_id,donor,cell_type,species,batch_nn,dataset,batch,leiden
human1_lib1.final_cell_0257-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0258-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0259-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0260-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0261-1,human1,ductal,human,human1,inDrop,1,10
human1_lib1.final_cell_0262-1,human1,delta,human,human1,inDrop,1,19
human1_lib1.final_cell_0263-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0264-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0265-1,human1,gamma,human,human1,inDrop,1,19
human1_lib1.final_cell_0266-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0267-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0268-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0269-1,human1,stellate,human,human1,inDrop,1,13
human1_lib1.final_cell_0270-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0271-1,human1,delta,human,human1,inDrop,1,19
human1_lib1.final_cell_0272-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0273-1,human1,endothelial,human,human1,inDrop,1,2
human1_lib1.final_cell_0274-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0275-1,human1,delta,human,human1,inDrop,1,19
human1_lib1.final_cell_0276-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0277-1,human1,gamma,human,human1,inDrop,1,2
human1_lib1.final_cell_0278-1,human1,ductal,human,human1,inDrop,1,10
human1_lib1.final_cell_0279-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0280-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0281-1,human1,delta,human,human1,inDrop,1,19
human1_lib1.final_cell_0282-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0283-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0284-1,human1,ductal,human,human1,inDrop,1,10
human1_lib1.final_cell_0285-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0286-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0287-1,human1,delta,human,human1,inDrop,1,19
human1_lib1.final_cell_0288-1,human1,immune,human,human1,inDrop,1,23
human1_lib1.final_cell_0289-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0290-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0291-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0292-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0293-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0294-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0295-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0296-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0297-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0298-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0299-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0300-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0301-1,human1,gamma,human,human1,inDrop,1,19
human1_lib1.final_cell_0302-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0303-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0304-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0305-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0306-1,human1,delta,human,human1,inDrop,1,19
human1_lib1.final_cell_0307-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0308-1,human1,gamma,human,human1,inDrop,1,19
human1_lib1.final_cell_0309-1,human1,epsilon,human,human1,inDrop,1,19
human1_lib1.final_cell_0310-1,human1,delta,human,human1,inDrop,1,19
human1_lib1.final_cell_0311-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0312-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0313-1,human1,gamma,human,human1,inDrop,1,19
human1_lib1.final_cell_0314-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0315-1,human1,beta,human,human1,inDrop,1,19
human1_lib1.final_cell_0316-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0317-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0318-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0319-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0320-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0321-1,human1,delta,human,human1,inDrop,1,19
human1_lib1.final_cell_0322-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0323-1,human1,epsilon,human,human1,inDrop,1,19
human1_lib1.final_cell_0324-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0325-1,human1,stellate,human,human1,inDrop,1,13
human1_lib1.final_cell_0326-1,human1,alpha,human,human1,inDrop,1,19
human1_lib1.final_cell_0327-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0328-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0329-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0330-1,human1,ductal,human,human1,inDrop,1,10
human1_lib1.final_cell_0331-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0332-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0333-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0334-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0335-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0336-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0337-1,human1,delta,human,human1,inDrop,1,19
human1_lib1.final_cell_0338-1,human1,delta,human,human1,inDrop,1,19
human1_lib1.final_cell_0339-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0340-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0341-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0342-1,human1,ductal,human,human1,inDrop,1,10
human1_lib1.final_cell_0343-1,human1,acinar,human,human1,inDrop,1,5
human1_lib1.final_cell_0344-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0345-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0346-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0347-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0348-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0349-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0350-1,human1,stellate,human,human1,inDrop,1,13
human1_lib1.final_cell_0351-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0352-1,human1,gamma,human,human1,inDrop,1,2
human1_lib1.final_cell_0353-1,human1,beta,human,human1,inDrop,1,9
human1_lib1.final_cell_0354-1,human1,gamma,human,human1,inDrop,1,19
human1_lib1.final_cell_0355-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0356-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0357-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0358-1,human1,schwann,human,human1,inDrop,1,13
human1_lib1.final_cell_0359-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0360-1,human1,stellate,human,human1,inDrop,1,13
human1_lib1.final_cell_0361-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0362-1,human1,gamma,human,human1,inDrop,1,19
human1_lib1.final_cell_0363-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0364-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0365-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0366-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0367-1,human1,gamma,human,human1,inDrop,1,19
human1_lib1.final_cell_0368-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0369-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0370-1,human1,delta,human,human1,inDrop,1,19
human1_lib1.final_cell_0371-1,human1,acinar,human,human1,inDrop,1,5
human1_lib1.final_cell_0372-1,human1,acinar,human,human1,inDrop,1,5
human1_lib1.final_cell_0373-1,human1,gamma,human,human1,inDrop,1,19
human1_lib1.final_cell_0374-1,human1,ductal,human,human1,inDrop,1,10
human1_lib1.final_cell_0375-1,human1,ductal,human,human1,inDrop,1,10
human1_lib1.final_cell_0376-1,human1,endothelial,human,human1,inDrop,1,6
human1_lib1.final_cell_0377-1,human1,delta,human,human1,inDrop,1,19
human1_lib1.final_cell_0378-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0379-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0380-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0381-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0382-1,human1,acinar,human,human1,inDrop,1,5
human1_lib1.final_cell_0383-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0384-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0385-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0386-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0387-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0388-1,human1,gamma,human,human1,inDrop,1,19
human1_lib1.final_cell_0389-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0390-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0391-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0392-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0393-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0394-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0395-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0396-1,human1,delta,human,human1,inDrop,1,19
human1_lib1.final_cell_0397-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0398-1,human1,stellate,human,human1,inDrop,1,13
human1_lib1.final_cell_0399-1,human1,stellate,human,human1,inDrop,1,13
human1_lib1.final_cell_0400-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0401-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0402-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0403-1,human1,gamma,human,human1,inDrop,1,19
human1_lib1.final_cell_0404-1,human1,stellate,human,human1,inDrop,1,13
human1_lib1.final_cell_0405-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0406-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0407-1,human1,stellate,human,human1,inDrop,1,13
human1_lib1.final_cell_0408-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0409-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0410-1,human1,ductal,human,human1,inDrop,1,10
human1_lib1.final_cell_0411-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0412-1,human1,ductal,human,human1,inDrop,1,10
human1_lib1.final_cell_0413-1,human1,acinar,human,human1,inDrop,1,5
human1_lib1.final_cell_0414-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0415-1,human1,delta,human,human1,inDrop,1,19
human1_lib1.final_cell_0416-1,human1,beta,human,human1,inDrop,1,19
human1_lib1.final_cell_0417-1,human1,immune,human,human1,inDrop,1,23
human1_lib1.final_cell_0418-1,human1,ductal,human,human1,inDrop,1,19
human1_lib1.final_cell_0419-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0420-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0421-1,human1,gamma,human,human1,inDrop,1,19
human1_lib1.final_cell_0422-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0423-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0424-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0425-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0426-1,human1,gamma,human,human1,inDrop,1,19
human1_lib1.final_cell_0427-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0428-1,human1,immune,human,human1,inDrop,1,23
human1_lib1.final_cell_0429-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0430-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0431-1,human1,gamma,human,human1,inDrop,1,19
human1_lib1.final_cell_0432-1,human1,stellate,human,human1,inDrop,1,13
human1_lib1.final_cell_0433-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0434-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0435-1,human1,alpha,human,human1,inDrop,1,6
human1_lib1.final_cell_0436-1,human1,acinar,human,human1,inDrop,1,5
human1_lib1.final_cell_0437-1,human1,ductal,human,human1,inDrop,1,10
human1_lib1.final_cell_0438-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0439-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0440-1,human1,ductal,human,human1,inDrop,1,10
human1_lib1.final_cell_0441-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0442-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0443-1,human1,ductal,human,human1,inDrop,1,10
human1_lib1.final_cell_0444-1,human1,acinar,human,human1,inDrop,1,5
human1_lib1.final_cell_0445-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0446-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0447-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0448-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0449-1,human1,ductal,human,human1,inDrop,1,10
human1_lib1.final_cell_0450-1,human1,stellate,human,human1,inDrop,1,13
human1_lib1.final_cell_0451-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0452-1,human1,stellate,human,human1,inDrop,1,13
human1_lib1.final_cell_0453-1,human1,acinar,human,human1,inDrop,1,5
human1_lib1.final_cell_0454-1,human1,gamma,human,human1,inDrop,1,19
human1_lib1.final_cell_0455-1,human1,stellate,human,human1,inDrop,1,13
human1_lib1.final_cell_0456-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0457-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0458-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0459-1,human1,stellate,human,human1,inDrop,1,13
human1_lib1.final_cell_0460-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0461-1,human1,acinar,human,human1,inDrop,1,5
human1_lib1.final_cell_0462-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0463-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0464-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0465-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0466-1,human1,acinar,human,human1,inDrop,1,5
human1_lib1.final_cell_0467-1,human1,delta,human,human1,inDrop,1,6
human1_lib1.final_cell_0468-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0469-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0470-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0471-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0472-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0473-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0474-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0475-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0476-1,human1,gamma,human,human1,inDrop,1,19
human1_lib1.final_cell_0477-1,human1,ductal,human,human1,inDrop,1,10
human1_lib1.final_cell_0478-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0479-1,human1,gamma,human,human1,inDrop,1,19
human1_lib1.final_cell_0480-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0481-1,human1,delta,human,human1,inDrop,1,19
human1_lib1.final_cell_0482-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0483-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0484-1,human1,gamma,human,human1,inDrop,1,2
human1_lib1.final_cell_0485-1,human1,stellate,human,human1,inDrop,1,13
human1_lib1.final_cell_0486-1,human1,delta,human,human1,inDrop,1,6
human1_lib1.final_cell_0487-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0488-1,human1,delta,human,human1,inDrop,1,6
human1_lib1.final_cell_0489-1,human1,stellate,human,human1,inDrop,1,13
human1_lib1.final_cell_0490-1,human1,delta,human,human1,inDrop,1,19
human1_lib1.final_cell_0491-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0492-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0493-1,human1,delta,human,human1,inDrop,1,19
human1_lib1.final_cell_0494-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0495-1,human1,stellate,human,human1,inDrop,1,13
human1_lib1.final_cell_0496-1,human1,stellate,human,human1,inDrop,1,13
human1_lib1.final_cell_0497-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0498-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0499-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0500-1,human1,stellate,human,human1,inDrop,1,13
human1_lib1.final_cell_0501-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0502-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0503-1,human1,delta,human,human1,inDrop,1,19
human1_lib1.final_cell_0504-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0505-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0506-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0507-1,human1,stellate,human,human1,inDrop,1,13
human1_lib1.final_cell_0508-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0509-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0510-1,human1,stellate,human,human1,inDrop,1,13
human1_lib1.final_cell_0511-1,human1,gamma,human,human1,inDrop,1,19
human1_lib1.final_cell_0512-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0513-1,human1,stellate,human,human1,inDrop,1,13
human1_lib1.final_cell_0514-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0515-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0516-1,human1,gamma,human,human1,inDrop,1,19
human1_lib1.final_cell_0517-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0518-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0519-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0520-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0521-1,human1,gamma,human,human1,inDrop,1,19
human1_lib1.final_cell_0522-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0523-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0524-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0525-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0526-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0527-1,human1,immune,human,human1,inDrop,1,23
human1_lib1.final_cell_0528-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0529-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0530-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0531-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0532-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0533-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0534-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0535-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0536-1,human1,stellate,human,human1,inDrop,1,13
human1_lib1.final_cell_0537-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0538-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0539-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0540-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0541-1,human1,stellate,human,human1,inDrop,1,13
human1_lib1.final_cell_0542-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0543-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0544-1,human1,ductal,human,human1,inDrop,1,6
human1_lib1.final_cell_0545-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0546-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0547-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0548-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0549-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0550-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0551-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0552-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0553-1,human1,immune,human,human1,inDrop,1,23
human1_lib1.final_cell_0554-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0555-1,human1,ductal,human,human1,inDrop,1,13
human1_lib1.final_cell_0556-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0557-1,human1,ductal,human,human1,inDrop,1,10
human1_lib1.final_cell_0558-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0559-1,human1,stellate,human,human1,inDrop,1,13
human1_lib1.final_cell_0560-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0561-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0562-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0563-1,human1,beta,human,human1,inDrop,1,6
human1_lib1.final_cell_0564-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0565-1,human1,endothelial,human,human1,inDrop,1,16
human1_lib1.final_cell_0566-1,human1,alpha,human,human1,inDrop,1,18
human1_lib1.final_cell_0567-1,human1,ductal,human,human1,inDrop,1,10
human1_lib1.final_cell_0568-1,human1,beta,human,human1,inDrop,1,6
human1_lib2.final_cell_0001-1,human1,delta,human,human1,inDrop,1,18
human1_lib2.final_cell_0002-1,human1,delta,human,human1,inDrop,1,19
human1_lib2.final_cell_0003-1,human1,delta,human,human1,inDrop,1,19
human1_lib2.final_cell_0004-1,human1,acinar,human,human1,inDrop,1,5
human1_lib2.final_cell_0005-1,human1,acinar,human,human1,inDrop,1,5
human1_lib2.final_cell_0006-1,human1,acinar,human,human1,inDrop,1,5
human1_lib2.final_cell_0007-1,human1,acinar,human,human1,inDrop,1,5
human1_lib2.final_cell_0008-1,human1,delta,human,human1,inDrop,1,19
human1_lib2.final_cell_0009-1,human1,acinar,human,human1,inDrop,1,5
human1_lib2.final_cell_0010-1,human1,ductal,human,human1,inDrop,1,5
human1_lib2.final_cell_0011-1,human1,alpha,human,human1,inDrop,1,18
human1_lib2.final_cell_0012-1,human1,delta,human,human1,inDrop,1,19
human1_lib2.final_cell_0013-1,human1,delta,human,human1,inDrop,1,19
human1_lib2.final_cell_0014-1,human1,delta,human,human1,inDrop,1,19
human1_lib2.final_cell_0015-1,human1,delta,human,human1,inDrop,1,19
human1_lib2.final_cell_0016-1,human1,acinar,human,human1,inDrop,1,5
human1_lib2.final_cell_0017-1,human1,beta,human,human1,inDrop,1,6
human1_lib2.final_cell_0018-1,human1,acinar,human,human1,inDrop,1,5
human1_lib2.final_cell_0019-1,human1,endothelial,human,human1,inDrop,1,2
human1_lib2.final_cell_0020-1,human1,delta,human,human1,inDrop,1,19
human1_lib2.final_cell_0021-1,human1,beta,human,human1,inDrop,1,6
human1_lib2.final_cell_0022-1,human1,delta,human,human1,inDrop,1,19
human1_lib2.final_cell_0023-1,human1,alpha,human,human1,inDrop,1,18
human1_lib2.final_cell_0024-1,human1,ductal,human,human1,inDrop,1,10
human1_lib2.final_cell_0025-1,human1,delta,human,human1,inDrop,1,19
human1_lib2.final_cell_0026-1,human1,delta,human,human1,inDrop,1,19
human1_lib2.final_cell_0027-1,human1,beta,human,human1,inDrop,1,6
human1_lib2.final_cell_0028-1,human1,delta,human,human1,inDrop,1,19
human1_lib2.final_cell_0029-1,human1,beta,human,human1,inDrop,1,6
human1_lib2.final_cell_0030-1,human1,beta,human,human1,inDrop,1,6
human1_lib2.final_cell_0031-1,human1,delta,human,human1,inDrop,1,19
human1_lib2.final_cell_0032-1,human1,gamma,human,human1,inDrop,1,19
human1_lib2.final_cell_0033-1,human1,beta,human,human1,inDrop,1,6
human1_lib2.final_cell_0034-1,human1,delta,human,human1,inDrop,1,19
human1_lib2.final_cell_0035-1,human1,beta,human,human1,inDrop,1,6
human1_lib2.final_cell_0036-1,human1,delta,human,human1,inDrop,1,19
human1_lib2.final_cell_0037-1,human1,beta,human,human1,inDrop,1,6
human1_lib2.final_cell_0038-1,human1,alpha,human,human1,inDrop,1,18
human1_lib2.final_cell_0039-1,human1,beta,human,human1,inDrop,1,6
human1_lib2.final_cell_0040-1,human1,delta,human,human1,inDrop,1,19
human1_lib2.final_cell_0041-1,human1,delta,human,human1,inDrop,1,19
human1_lib2.final_cell_0042-1,human1,beta,human,human1,inDrop,1,6
human1_lib2.final_cell_0043-1,human1,delta,human,human1,inDrop,1,19
human1_lib2.final_cell_0044-1,human1,delta,human,human1,inDrop,1,19
human1_lib2.final_cell_0045-1,human1,ductal,human,human1,inDrop,1,10
human1_lib2.final_cell_0046-1,human1,beta,human,human1,inDrop,1,6
human1_lib2.final_cell_0047-1,human1,delta,human,human1,inDrop,1,19
human1_lib2.final_cell_0048-1,human1,delta,human,human1,inDrop,1,19
human1_lib2.final_cell_0049-1,human1,alpha,human,human1,inDrop,1,18
human1_lib2.final_cell_0050-1,human1,beta,human,human1,inDrop,1,6
human1_lib2.final_cell_0051-1,human1,alpha,human,human1,inDrop,1,18
human1_lib2.final_cell_0052-1,human1,alpha,human,human1,inDrop,1,18
human1_lib2.final_cell_0053-1,human1,beta,human,human1,inDrop,1,6
human1_lib2.final_cell_0054-1,human1,acinar,human,human1,inDrop,1,5
human1_lib2.final_cell_0055-1,human1,beta,human,human1,inDrop,1,6
human1_lib2.final_cell_0056-1,human1,beta,human,human1,inDrop,1,6
human1_lib2.final_cell_0057-1,human1,beta,human,human1,inDrop,1,6
human1_lib2.final_cell_0058-1,human1,delta,human,human1,inDrop,1,19
human1_lib2.final_cell_0059-1,human1,stellate,human,human1,inDrop,1,13
